State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
Oregon,Private Nonfarm,2011,97.647,2.1,95.519,2.0,33.011,2.0,98.033,1.5,98.161,0.7,93.64,3.5,80379.287,3.5,100.544,2.0,2.1,1503.8,2434.898,1.5,98.566,3.5,100.941,1.4,97.832,-1.1,34.37,-1.1,95.907,0.4,83686.943,0.4,95.003,0.0,129563.596,4.3
Oregon,Private Nonfarm,2012,100.0,2.4,100.0,4.7,34.56,4.7,100.0,2.0,100.0,1.9,100.0,6.8,85838.549,6.8,100.0,-0.5,2.4,1540.035,2483.758,2.0,100.0,1.5,100.0,-0.9,100.0,2.2,35.131,2.2,100.0,4.3,87258.117,4.3,100.0,5.3,133911.558,3.4
Oregon,Private Nonfarm,2013,101.603,1.6,101.239,1.2,34.988,1.2,101.78,1.8,101.735,1.7,103.041,3.0,88448.972,3.0,99.31,-0.7,1.6,1564.719,2527.971,1.8,101.078,1.1,99.483,-0.5,99.56,-0.4,34.977,-0.4,101.332,1.3,88420.486,1.3,101.942,1.9,137703.167,2.8
Oregon,Private Nonfarm,2014,104.824,3.2,102.825,1.6,35.536,1.6,105.623,3.8,103.477,1.7,108.607,5.4,93226.635,5.4,99.462,0.2,3.2,1614.321,2623.428,3.8,105.056,3.9,100.221,0.7,99.533,0.0,34.968,0.0,105.131,3.7,91734.93,3.7,103.38,1.4,145573.005,5.7
Oregon,Private Nonfarm,2015,107.537,2.6,106.821,3.9,36.917,3.9,108.466,2.7,105.467,1.9,115.865,6.7,99457.07,6.7,102.706,3.3,2.6,1656.103,2694.039,2.7,111.401,6.0,103.594,3.4,103.549,4.0,36.378,4.0,112.316,6.8,98004.722,6.8,104.007,0.6,157334.32,8.1
Oregon,Private Nonfarm,2016,111.624,3.8,108.88,1.9,37.629,1.9,112.6,3.8,106.771,1.2,122.599,5.8,105237.201,5.8,103.764,1.0,3.8,1719.042,2796.713,3.8,116.838,4.9,104.672,1.0,102.231,-1.3,35.915,-1.3,115.112,2.5,100444.705,2.5,104.931,0.9,167054.383,6.2
Oregon,Private Nonfarm,2017,113.485,1.7,112.266,3.1,38.799,3.1,115.042,2.2,108.009,1.2,129.153,5.3,110862.652,5.3,105.916,2.1,1.7,1747.708,2857.365,2.2,121.848,4.3,107.369,2.6,103.225,1.0,36.264,1.0,118.752,3.2,103620.812,3.2,105.995,1.0,176236.282,5.5
Oregon,Private Nonfarm,2018,116.559,2.7,114.776,2.2,39.667,2.2,118.132,2.7,109.906,1.8,135.587,5.0,116385.784,5.0,107.654,1.6,2.7,1795.051,2934.101,2.7,127.174,4.4,109.107,1.6,102.512,-0.7,36.014,-0.7,121.099,2.0,105669.044,2.0,106.616,0.6,187169.7,6.2
Oregon,Private Nonfarm,2019,118.153,1.4,118.714,3.4,41.027,3.4,118.667,0.5,112.095,2.0,140.874,3.9,120924.388,3.9,110.401,2.6,1.4,1819.589,2947.406,0.5,131.01,3.0,110.882,1.6,104.145,1.6,36.588,1.6,123.587,2.1,107839.28,2.1,107.529,0.9,196657.646,5.1
Pennsylvania,Private Nonfarm,2007,102.328,,87.841,,32.45,,104.304,,91.978,,91.622,,289887.704,,90.591,,,5451.39,8933.345,,94.49,,92.34,,97.711,,36.805,,101.916,,328790.543,,96.964,,460192.956,
Pennsylvania,Private Nonfarm,2008,102.39,0.1,89.995,2.5,33.246,2.5,103.906,-0.4,93.545,1.7,93.51,2.1,295862.022,2.1,92.779,2.4,0.1,5454.67,8899.242,-0.4,96.403,2.0,94.153,2.0,96.366,-1.4,36.299,-1.4,100.13,-1.8,323029.812,-1.8,96.999,0.0,477506.924,3.8
Pennsylvania,Private Nonfarm,2009,98.73,-3.6,93.03,3.4,34.367,3.4,98.011,-5.7,95.561,2.2,91.18,-2.5,288490.592,-2.5,94.647,2.0,-3.6,5259.689,8394.381,-5.7,92.764,-3.8,93.957,-0.2,99.94,3.7,37.645,3.7,97.953,-2.2,316004.272,-2.2,98.292,1.3,469384.567,-1.7
Pennsylvania,Private Nonfarm,2010,98.242,-0.5,94.234,1.3,34.812,1.3,98.336,0.3,96.33,0.8,92.666,1.6,293191.841,1.6,97.511,3.0,-0.5,5233.69,8422.209,0.3,95.889,3.4,97.605,3.9,99.237,-0.7,37.38,-0.7,97.586,-0.4,314821.176,-0.4,96.639,-1.7,489101.1,4.2
Pennsylvania,Private Nonfarm,2011,99.37,1.1,96.616,2.5,35.692,2.5,99.946,1.6,98.026,1.8,96.564,4.2,305525.565,4.2,97.875,0.4,1.1,5293.808,8560.109,1.6,97.822,2.0,98.442,0.9,98.755,-0.5,37.198,-0.5,98.702,1.1,318421.397,1.1,98.714,2.1,507752.22,3.8
Pennsylvania,Private Nonfarm,2012,100.0,0.6,100.0,3.5,36.942,3.5,100.0,0.1,100.0,2.0,100.0,3.6,316396.513,3.6,100.0,2.2,0.6,5327.356,8564.729,0.1,100.0,2.2,100.0,1.6,100.0,1.3,37.667,1.3,100.0,1.3,322609.548,1.3,100.0,1.3,529505.183,4.3
Pennsylvania,Private Nonfarm,2013,100.188,0.2,101.144,1.1,37.364,1.1,100.542,0.5,101.73,1.7,101.692,1.7,321750.978,1.7,101.325,1.3,0.2,5337.352,8611.192,0.5,101.875,1.9,101.684,1.7,99.466,-0.5,37.466,-0.5,100.005,0.0,322625.998,0.0,99.821,-0.2,548763.377,3.6
Pennsylvania,Private Nonfarm,2014,101.43,1.2,102.899,1.7,38.013,1.7,102.444,1.9,103.362,1.6,105.414,3.7,333527.786,3.7,102.334,1.0,1.2,5403.548,8774.07,1.9,104.835,2.9,103.357,1.6,100.012,0.5,37.672,0.5,102.456,2.5,330532.889,2.5,100.552,0.7,573773.658,4.6
Pennsylvania,Private Nonfarm,2015,102.461,1.0,105.505,2.5,38.976,2.5,104.403,1.9,103.697,0.3,110.151,4.5,348512.577,4.5,103.3,0.9,1.0,5458.44,8941.812,1.9,107.848,2.9,105.258,1.8,102.274,2.3,38.524,2.3,106.777,4.2,344472.485,4.2,102.135,1.6,592173.786,3.2
Pennsylvania,Private Nonfarm,2016,103.635,1.1,106.163,0.6,39.219,0.6,104.748,0.3,104.424,0.7,111.204,1.0,351845.795,1.0,104.711,1.4,1.1,5521.029,8971.403,0.3,109.683,1.7,105.835,0.5,101.808,-0.5,38.348,-0.5,106.642,-0.1,344038.604,-0.1,101.387,-0.7,606469.953,2.4
Pennsylvania,Private Nonfarm,2017,104.207,0.6,109.65,3.3,40.507,3.3,105.503,0.7,106.32,1.8,115.684,4.0,366021.273,4.0,104.607,-0.1,0.6,5551.499,9036.032,0.7,110.363,0.6,105.907,0.1,103.501,1.7,38.986,1.7,109.196,2.4,352277.008,2.4,104.821,3.4,621314.261,2.4
Pennsylvania,Private Nonfarm,2018,106.721,2.4,111.925,2.1,41.347,2.1,108.917,3.2,108.986,2.5,121.905,5.4,385702.76,5.4,104.377,-0.2,2.4,5685.396,9328.428,3.2,113.684,3.0,106.524,0.6,103.342,-0.2,38.926,-0.2,112.556,3.1,363117.455,3.1,107.232,2.3,656051.403,5.6
Pennsylvania,Private Nonfarm,2019,107.861,1.1,115.694,3.4,42.739,3.4,110.039,1.0,110.387,1.3,127.308,4.4,402797.33,4.4,106.011,1.6,1.1,5746.152,9424.505,1.0,116.653,2.6,108.151,1.5,104.924,1.5,39.522,1.5,115.457,2.6,372474.207,2.6,109.133,1.8,681844.389,3.9
Rhode Island,Private Nonfarm,2007,106.803,,88.985,,31.264,,108.019,,92.27,,96.12,,23496.577,,91.928,,,464.865,751.561,,99.3,,92.975,,97.401,,34.752,,105.212,,26117.878,,96.798,,36606.142,
Rhode Island,Private Nonfarm,2008,104.478,-2.2,90.444,1.6,31.777,1.6,107.558,-0.4,93.538,1.4,97.28,1.2,23780.083,1.2,88.725,-3.5,-2.2,454.747,748.352,-0.4,95.43,-3.9,91.34,-1.8,95.3,-2.2,34.002,-2.2,102.503,-2.6,25445.472,-2.6,101.938,5.3,35663.267,-2.6
Rhode Island,Private Nonfarm,2009,99.301,-5.0,91.492,1.2,32.145,1.2,101.174,-5.9,95.414,2.0,92.566,-4.8,22627.734,-4.8,94.416,6.4,-5.0,432.215,703.936,-5.9,95.525,0.1,96.197,5.3,96.911,1.7,34.576,1.7,98.048,-4.3,24339.623,-4.3,96.903,-4.9,36414.356,2.1
Rhode Island,Private Nonfarm,2010,98.526,-0.8,95.28,4.1,33.476,4.1,100.624,-0.5,96.188,0.8,95.875,3.6,23436.53,3.6,98.161,4.0,-0.8,428.84,700.108,-0.5,98.774,3.4,100.251,4.2,100.137,3.3,35.728,3.3,100.761,2.8,25013.125,2.8,97.065,0.2,37958.292,4.2
Rhode Island,Private Nonfarm,2011,98.82,0.3,98.513,3.4,34.612,3.4,98.675,-1.9,97.754,1.6,97.208,1.4,23762.567,1.4,99.63,1.5,0.3,430.121,686.551,-1.9,98.31,-0.5,99.484,-0.8,100.086,-0.1,35.71,-0.1,98.76,-2.0,24516.403,-2.0,98.879,1.9,38395.499,1.2
Rhode Island,Private Nonfarm,2012,100.0,1.2,100.0,1.5,35.134,1.5,100.0,1.3,100.0,2.3,100.0,2.9,24444.992,2.9,100.0,0.4,1.2,435.256,695.767,1.3,100.0,1.7,100.0,0.5,100.0,-0.1,35.679,-0.1,100.0,1.3,24824.104,1.3,100.0,1.1,39952.724,4.1
Rhode Island,Private Nonfarm,2013,101.769,1.8,102.762,2.8,36.104,2.8,101.066,1.1,102.015,2.0,103.857,3.9,25387.847,3.9,100.628,0.6,1.8,442.957,703.181,1.1,101.701,1.7,99.933,-0.1,101.262,1.3,36.129,1.3,102.341,2.3,25405.358,2.3,102.12,2.1,41450.947,3.7
Rhode Island,Private Nonfarm,2014,104.46,2.6,105.724,2.9,37.145,2.9,103.973,2.9,104.099,2.0,109.925,5.8,26871.069,5.8,98.631,-2.0,2.6,454.667,723.41,2.9,102.549,0.8,98.171,-1.8,101.417,0.2,36.184,0.2,105.447,3.0,26176.168,3.0,107.192,5.0,42650.45,2.9
Rhode Island,Private Nonfarm,2015,105.118,0.6,108.227,2.4,38.024,2.4,105.576,1.5,106.442,2.3,114.262,3.9,27931.448,3.9,99.58,1.0,0.6,457.533,734.565,1.5,105.133,2.5,100.014,1.9,103.546,2.1,36.944,2.1,109.321,3.7,27137.856,3.7,108.684,1.4,44709.097,4.8
Rhode Island,Private Nonfarm,2016,105.268,0.1,110.78,2.4,38.921,2.4,104.136,-1.4,108.172,1.6,115.361,1.0,28200.007,1.0,101.466,1.9,0.1,458.186,724.542,-1.4,105.662,0.5,100.374,0.4,104.016,0.5,37.112,0.5,108.318,-0.9,26889.025,-0.9,109.179,0.5,45664.609,2.1
Rhode Island,Private Nonfarm,2017,105.68,0.4,112.596,1.6,39.559,1.6,104.552,0.4,109.686,1.4,117.721,2.0,28776.962,2.0,101.011,-0.4,0.4,459.98,727.441,0.4,105.61,0.0,99.933,-0.4,104.991,0.9,37.46,0.9,109.771,1.3,27249.658,1.3,111.468,2.1,46280.906,1.3
Rhode Island,Private Nonfarm,2018,106.803,1.1,113.653,0.9,39.931,0.9,107.183,2.5,112.089,2.2,121.816,3.5,29777.981,3.5,99.8,-1.2,1.1,464.865,745.745,2.5,106.969,1.3,100.156,0.2,103.453,-1.5,36.911,-1.5,110.885,1.0,27526.12,1.0,113.88,2.2,47903.423,3.5
Rhode Island,Private Nonfarm,2019,107.741,0.9,117.136,3.1,41.154,3.1,107.066,-0.1,114.234,1.9,125.412,3.0,30656.982,3.0,103.416,3.6,0.9,468.951,744.928,-0.1,110.723,3.5,102.767,2.6,104.73,1.2,37.366,1.2,112.13,1.1,27835.203,1.1,113.267,-0.5,50533.598,5.5
South Carolina,Private Nonfarm,2007,106.464,,87.77,,25.372,,109.093,,91.432,,95.751,,76182.779,,92.401,,,1727.278,3002.652,,100.803,,94.683,,97.112,,31.019,,105.943,,93140.689,,94.988,,123034.788,
South Carolina,Private Nonfarm,2008,105.131,-1.3,91.779,4.6,26.531,4.6,107.155,-1.8,92.854,1.6,98.345,2.7,78246.832,2.7,92.472,0.1,-1.3,1705.658,2949.289,-1.8,99.088,-1.7,94.251,-0.5,97.754,0.7,31.225,0.7,104.748,-1.1,92090.167,-1.1,99.251,4.5,122822.155,-0.2
South Carolina,Private Nonfarm,2009,98.375,-6.4,94.945,3.4,27.446,3.4,97.394,-9.1,96.294,3.7,92.471,-6.0,73572.96,-6.0,95.731,3.5,-6.4,1596.042,2680.633,-9.1,93.236,-5.9,94.776,0.6,101.012,3.3,32.265,3.3,98.379,-6.1,86490.801,-6.1,99.18,-0.1,119849.103,-2.4
South Carolina,Private Nonfarm,2010,97.501,-0.9,96.312,1.4,27.841,1.4,96.736,-0.7,96.338,0.0,93.168,0.8,74127.761,0.8,99.534,4.0,-0.9,1581.868,2662.526,-0.7,96.285,3.3,98.752,4.2,101.978,1.0,32.574,1.0,98.649,0.3,86728.281,0.3,96.763,-2.4,123825.882,3.3
South Carolina,Private Nonfarm,2011,97.977,0.5,99.548,3.4,28.776,3.4,97.611,0.9,97.538,1.2,97.17,4.3,77311.413,4.3,101.496,2.0,0.5,1589.588,2686.619,0.9,99.071,2.9,101.117,2.4,101.751,-0.2,32.501,-0.2,99.321,0.7,87318.758,0.7,98.08,1.4,128995.793,4.2
South Carolina,Private Nonfarm,2012,100.0,2.1,100.0,0.5,28.907,0.5,100.0,2.4,100.0,2.5,100.0,2.9,79563.453,2.9,100.0,-1.5,2.1,1622.407,2752.371,2.4,100.0,0.9,100.0,-1.1,100.0,-1.7,31.942,-1.7,100.0,0.7,87916.097,0.7,100.0,2.0,133491.827,3.5
South Carolina,Private Nonfarm,2013,102.941,2.9,102.226,2.2,29.551,2.2,102.666,2.7,102.06,2.1,104.951,5.0,83502.93,5.0,99.69,-0.3,2.9,1670.124,2825.751,2.7,102.347,2.3,99.423,-0.6,101.068,1.1,32.283,1.1,103.763,3.8,91224.089,3.8,102.544,2.5,139440.331,4.5
South Carolina,Private Nonfarm,2014,105.784,2.8,106.174,3.9,30.692,3.9,103.62,0.9,104.235,2.1,110.018,4.8,87533.956,4.8,102.354,2.7,2.8,1716.248,2852.015,0.9,106.06,3.6,100.261,0.8,103.794,2.7,33.154,2.7,107.552,3.7,94555.265,3.7,103.732,1.2,147576.517,5.8
South Carolina,Private Nonfarm,2015,110.084,4.1,108.16,1.9,31.266,1.9,108.963,5.2,107.031,2.7,117.855,7.1,93769.552,7.1,101.204,-1.1,4.1,1786.009,2999.078,5.2,110.275,4.0,100.174,-0.1,105.214,1.4,33.607,1.4,114.645,6.6,100790.978,6.6,106.874,3.0,157557.853,6.8
South Carolina,Private Nonfarm,2016,112.648,2.3,110.091,1.8,31.824,1.8,111.021,1.9,108.625,1.5,122.224,3.7,97245.761,3.7,102.337,1.1,2.3,1827.606,3055.698,1.9,113.615,3.0,100.858,0.7,105.37,0.1,33.657,0.1,116.982,2.0,102845.954,2.0,107.578,0.7,164747.833,4.6
South Carolina,Private Nonfarm,2017,114.67,1.8,114.447,4.0,33.083,4.0,113.358,2.1,109.897,1.2,129.734,6.1,103220.816,6.1,104.194,1.8,1.8,1860.408,3120.023,2.1,118.112,4.0,103.002,2.1,107.268,1.8,34.263,1.8,121.596,3.9,106902.482,3.9,109.84,2.1,173274.638,5.2
South Carolina,Private Nonfarm,2018,117.811,2.7,116.004,1.4,33.534,1.4,116.136,2.5,112.066,2.0,134.723,3.8,107190.07,3.8,104.871,0.6,2.7,1911.371,3196.505,2.5,121.794,3.1,103.381,0.4,105.779,-1.4,33.788,-1.4,122.848,1.0,108002.839,1.0,110.616,0.7,182202.004,5.2
South Carolina,Private Nonfarm,2019,120.342,2.1,120.492,3.9,34.831,3.9,117.797,1.4,114.294,2.0,141.936,5.4,112929.388,5.4,107.125,2.1,2.1,1952.434,3242.216,1.4,126.19,3.6,104.86,1.4,107.919,2.0,34.472,2.0,127.126,3.5,111764.231,3.5,112.478,1.7,192531.35,5.7
South Dakota,Private Nonfarm,2007,99.27,,89.782,,23.958,,94.562,,92.991,,84.899,,14081.216,,92.728,,,366.43,587.743,,87.685,,88.329,,101.96,,30.707,,96.415,,18047.68,,96.823,,26294.417,
South Dakota,Private Nonfarm,2008,99.937,0.7,93.424,4.1,24.93,4.1,94.359,-0.2,94.148,1.2,88.154,3.8,14621.126,3.8,95.379,2.9,0.7,368.891,586.485,-0.2,89.999,2.6,90.056,2.0,102.133,0.2,30.759,0.2,96.371,0.0,18039.559,0.0,97.95,1.2,27324.326,3.9
South Dakota,Private Nonfarm,2009,97.228,-2.7,93.296,-0.1,24.896,-0.1,93.18,-1.2,94.578,0.5,86.933,-1.4,14418.559,-1.4,94.839,-0.6,-2.7,358.891,579.154,-1.2,88.371,-1.8,90.891,0.9,103.636,1.5,31.211,1.5,96.567,0.2,18076.21,0.2,98.373,0.4,26952.498,-1.4
South Dakota,Private Nonfarm,2010,96.769,-0.5,95.641,2.5,25.522,2.5,94.131,1.0,95.825,1.3,90.028,3.6,14931.936,3.6,96.187,1.4,-0.5,357.196,585.067,1.0,90.542,2.5,93.565,2.9,103.142,-0.5,31.063,-0.5,97.088,0.5,18173.754,0.5,99.432,1.1,27978.546,3.8
South Dakota,Private Nonfarm,2011,98.347,1.6,99.198,3.7,26.471,3.7,96.18,2.2,96.885,1.1,95.409,6.0,15824.401,6.0,99.169,3.1,1.6,363.021,597.805,2.2,95.381,5.3,96.984,3.7,103.252,0.1,31.096,0.1,99.308,2.3,18589.291,2.3,100.029,0.6,29799.996,6.5
South Dakota,Private Nonfarm,2012,100.0,1.7,100.0,0.8,26.685,0.8,100.0,4.0,100.0,3.2,100.0,4.8,16585.885,4.8,100.0,0.8,1.7,369.124,621.546,4.0,100.0,4.8,100.0,3.1,100.0,-3.1,30.116,-3.2,100.0,0.7,18718.779,0.7,100.0,0.0,32247.713,8.2
South Dakota,Private Nonfarm,2013,101.117,1.1,102.105,2.1,27.247,2.1,100.214,0.2,102.758,2.8,102.323,2.3,16971.257,2.3,98.389,-1.6,1.1,373.246,622.875,0.2,98.599,-1.4,97.51,-2.5,101.644,1.6,30.612,1.6,101.862,1.9,19067.236,1.9,103.777,3.8,32672.966,1.3
South Dakota,Private Nonfarm,2014,101.602,0.5,107.356,5.1,28.648,5.1,100.387,0.2,105.672,2.8,107.771,5.3,17874.74,5.3,101.475,3.1,0.5,375.036,623.95,0.2,101.867,3.3,100.262,2.8,105.088,3.4,31.649,3.4,105.495,3.6,19747.346,3.6,105.795,1.9,34713.081,6.2
South Dakota,Private Nonfarm,2015,103.822,2.2,113.073,5.3,30.173,5.3,101.243,0.9,108.494,2.7,114.478,6.2,18987.244,6.2,103.369,1.9,2.2,383.231,629.272,0.9,104.654,2.7,100.802,0.5,110.506,5.2,33.28,5.2,111.879,6.1,20942.419,6.1,109.388,3.4,36615.227,5.5
South Dakota,Private Nonfarm,2016,105.089,1.2,115.315,2.0,30.772,2.0,102.202,0.9,111.638,2.9,117.854,2.9,19547.165,2.9,102.499,-0.8,1.2,387.91,635.23,0.9,104.756,0.1,99.682,-1.1,110.997,0.4,33.428,0.4,113.441,1.4,21234.737,1.4,112.504,2.8,37712.781,3.0
South Dakota,Private Nonfarm,2017,104.686,-0.4,120.93,4.9,32.27,4.9,101.131,-1.0,113.813,1.9,122.298,3.8,20284.182,3.8,103.609,1.1,-0.4,386.422,628.575,-1.0,104.781,0.0,100.09,0.4,113.732,2.5,34.252,2.5,115.018,1.4,21529.901,1.4,116.718,3.7,38456.703,2.0
South Dakota,Private Nonfarm,2018,105.031,0.3,125.317,3.6,33.441,3.6,101.208,0.1,117.4,3.2,126.83,3.7,21035.919,3.7,104.715,1.1,0.3,387.695,629.052,0.1,105.979,1.1,100.903,0.8,115.953,2.0,34.921,2.0,117.353,2.0,21967.044,2.0,119.675,2.5,40122.459,4.3
South Dakota,Private Nonfarm,2019,105.996,0.9,129.226,3.1,34.484,3.1,102.397,1.2,119.732,2.0,132.324,4.3,21947.139,4.3,104.863,0.1,0.9,391.257,636.446,1.2,107.377,1.3,101.302,0.4,117.446,1.3,35.371,1.3,120.261,2.5,22511.439,2.5,123.234,3.0,41459.161,3.3
Tennessee,Private Nonfarm,2007,106.942,,89.159,,28.13,,107.199,,91.116,,95.578,,128075.123,,89.36,,,2658.049,4552.934,,95.793,,89.574,,99.303,,34.62,,106.452,,157622.138,,99.776,,201855.202,
Tennessee,Private Nonfarm,2008,105.561,-1.3,91.584,2.7,28.895,2.7,105.628,-1.5,92.563,1.6,96.738,1.2,129630.402,1.2,90.554,1.3,-1.3,2623.716,4486.215,-1.5,95.65,-0.1,90.611,1.2,98.193,-1.1,34.233,-1.1,103.719,-2.6,153575.932,-2.6,101.138,1.4,204755.507,1.4
Tennessee,Private Nonfarm,2009,97.387,-7.7,92.032,0.5,29.037,0.5,97.019,-8.2,95.503,3.2,89.289,-7.7,119648.114,-7.7,93.847,3.6,-7.7,2420.563,4120.589,-8.1,91.049,-4.8,93.492,3.2,98.994,0.8,34.512,0.8,96.043,-7.4,142209.977,-7.4,98.067,-3.0,201098.869,-1.8
Tennessee,Private Nonfarm,2010,97.033,-0.4,94.586,2.8,29.842,2.8,96.408,-0.6,95.936,0.5,91.189,2.1,122193.748,2.1,96.942,3.3,-0.4,2411.766,4094.627,-0.6,93.46,2.6,96.317,3.0,100.372,1.4,34.993,1.4,96.767,0.8,143281.704,0.8,97.57,-0.5,207358.631,3.1
Tennessee,Private Nonfarm,2011,98.97,2.0,96.341,1.9,30.396,1.9,98.624,2.3,97.236,1.4,95.015,4.2,127321.798,4.2,97.68,0.8,2.0,2459.914,4188.733,2.3,96.335,3.1,97.337,1.1,99.019,-1.3,34.521,-1.3,97.657,0.9,144598.837,0.9,98.63,1.1,216634.328,4.5
Tennessee,Private Nonfarm,2012,100.0,1.0,100.0,3.8,31.551,3.8,100.0,1.4,100.0,2.8,100.0,5.2,134001.231,5.2,100.0,2.4,1.0,2485.505,4247.188,1.4,100.0,3.8,100.0,2.7,100.0,1.0,34.863,1.0,100.0,2.4,148068.802,2.4,100.0,1.4,231268.102,6.8
Tennessee,Private Nonfarm,2013,103.029,3.0,100.52,0.5,31.714,0.5,101.907,1.9,101.903,1.9,102.436,2.4,137265.464,2.4,99.235,-0.8,3.0,2560.792,4328.162,1.9,101.127,1.1,98.154,-1.8,99.162,-0.8,34.571,-0.8,101.052,1.1,149627.147,1.1,101.294,1.3,238325.415,3.1
Tennessee,Private Nonfarm,2014,105.025,1.9,101.743,1.2,32.101,1.2,104.777,2.8,103.867,1.9,106.603,4.1,142849.87,4.1,98.735,-0.5,1.9,2610.409,4450.073,2.8,103.452,2.3,98.502,0.4,99.684,0.5,34.753,0.5,104.446,3.4,154651.871,3.4,103.046,1.7,248502.513,4.3
Tennessee,Private Nonfarm,2015,107.196,2.1,105.329,3.5,33.232,3.5,106.535,1.7,106.748,2.8,112.212,5.3,150365.682,5.3,101.101,2.4,2.1,2664.368,4524.748,1.7,107.708,4.1,100.477,2.0,102.915,3.2,35.879,3.2,109.641,5.0,162344.137,5.0,104.182,1.1,265903.4,7.0
Tennessee,Private Nonfarm,2016,110.316,2.9,106.633,1.2,33.643,1.2,111.112,4.3,108.586,1.7,118.482,5.6,158767.467,5.6,99.435,-1.6,2.9,2741.922,4719.134,4.3,110.485,2.6,100.152,-0.3,103.313,0.4,36.018,0.4,114.793,4.7,169971.976,4.7,107.238,2.9,277455.196,4.3
Tennessee,Private Nonfarm,2017,112.866,2.3,108.824,2.1,34.335,2.1,112.7,1.4,109.816,1.1,122.645,3.5,164345.281,3.5,99.89,0.5,2.3,2805.296,4786.582,1.4,112.576,1.9,99.743,-0.4,103.135,-0.2,35.956,-0.2,116.233,1.3,172104.642,1.3,108.944,1.6,285908.617,3.0
Tennessee,Private Nonfarm,2018,115.446,2.3,112.607,3.5,35.528,3.5,114.917,2.0,111.902,1.9,129.404,5.5,173403.482,5.5,101.396,1.5,2.3,2869.42,4880.732,2.0,116.521,3.5,100.931,1.2,104.052,0.9,36.275,0.9,119.573,2.9,177050.484,2.9,111.057,1.9,301548.387,5.5
Tennessee,Private Nonfarm,2019,117.33,1.6,116.653,3.6,36.805,3.6,115.88,0.8,114.114,2.0,135.177,4.5,181139.438,4.5,103.052,1.6,1.6,2916.234,4921.627,0.8,119.416,2.5,101.779,0.8,105.876,1.8,36.911,1.8,122.689,2.6,181663.451,2.6,113.198,1.9,315151.797,4.5
Texas,Private Nonfarm,2007,95.417,,87.989,,30.826,,95.803,,93.104,,84.296,,518074.898,,93.912,,,9525.154,16806.678,,89.97,,94.291,,97.372,,35.578,,93.285,,597951.897,,93.693,,995952.525,
Texas,Private Nonfarm,2008,96.902,1.6,90.599,3.0,31.74,3.0,96.879,1.1,98.016,5.3,87.771,4.1,539433.999,4.1,92.582,-1.4,1.6,9673.328,16995.467,1.1,89.692,-0.3,92.56,-1.8,96.515,-0.9,35.265,-0.9,93.502,0.2,599343.602,0.2,97.858,4.4,1045262.391,5.0
Texas,Private Nonfarm,2009,93.64,-3.4,93.346,3.0,32.702,3.0,90.602,-6.5,91.04,-7.1,84.573,-3.6,519778.906,-3.6,98.157,6.0,-3.4,9347.759,15894.207,-6.5,88.932,-0.8,94.972,2.6,99.868,3.5,36.49,3.5,90.482,-3.2,579981.85,-3.2,95.098,-2.8,962641.057,-7.9
Texas,Private Nonfarm,2010,93.295,-0.4,94.213,0.9,33.006,0.9,91.924,1.5,94.9,4.2,86.604,2.4,532264.132,2.4,98.855,0.7,-0.4,9313.26,16126.187,1.5,90.872,2.2,97.403,2.6,99.213,-0.7,36.251,-0.7,91.2,0.8,584587.064,0.8,95.304,0.2,1025336.145,6.5
Texas,Private Nonfarm,2011,96.028,2.9,95.044,0.9,33.297,0.9,96.682,5.2,99.246,4.6,91.89,6.1,564748.71,6.1,97.855,-1.0,2.9,9586.089,16960.851,5.2,94.607,4.1,98.521,1.1,97.148,-2.1,35.496,-2.1,93.924,3.0,602046.398,3.0,97.128,1.9,1116379.431,8.9
Texas,Private Nonfarm,2012,100.0,4.1,100.0,5.2,35.034,5.2,100.0,3.4,100.0,0.8,100.0,8.8,614592.287,8.8,100.0,2.2,4.1,9982.619,17542.974,3.4,100.0,5.7,100.0,1.5,100.0,2.9,36.538,2.9,100.0,6.5,640992.074,6.5,100.0,3.0,1188974.287,6.5
Texas,Private Nonfarm,2013,102.462,2.5,101.304,1.3,35.49,1.3,102.673,2.7,101.879,1.9,104.012,4.0,639247.375,4.0,102.075,2.1,2.5,10228.399,18011.83,2.7,104.803,4.8,102.285,2.3,99.722,-0.3,36.437,-0.3,102.387,2.4,656294.956,2.4,99.245,-0.8,1269498.675,6.8
